"","country","year","unemployment_rate","vacancy_rate","active_pop","active_pop_growth","vacancy_stock_eurostat"
"272","Lithuania","2003",12.475,0.503035085908919,1610500,0.0595757234727421,8085.36632617604
"273","Lithuania","2004",10.9,1.21557108300722,1572750,-0.347697131549356,19106.6049907666
"274","Lithuania","2005",8.275,1.69457363206828,1543250,-0.513407622942111,26144.3534249487
"275","Lithuania","2006",5.8,1.46205949305626,1493000,-0.990786677595674,21872.5132041071
"276","Lithuania","2007",4.275,0.412968837629059,1486750,-0.128743924184376,6143.36007370628
"277","Lithuania","2008",5.85,0.45347726349338,1483750,0.542102449105963,6735.23993244346
"278","Lithuania","2009",13.875,0.637686498774897,1498250,-0.149200054693846,9554.89694824677
"279","Lithuania","2010",17.825,0.679298063647035,1495500,0.352883344009325,10160.178950506
"280","Lithuania","2011",15.4,0.733333105761694,1455250,-1.22500981869433,10666.9294586671
"281","Lithuania","2012",13.425,0.811003345241446,1440500,0.000456722237916728,11681.5304158972
"282","Lithuania","2013",11.825,0.915794637229798,1436750,-0.0347341691179678,13157.1312866125
"283","Lithuania","2014",10.65,1.10615113345213,1445000,0.0368844585278484,15982.1248536819
"284","Lithuania","2015",9.125,1.36339949740595,1434750,-0.086780803184339,19560.8562986674
"285","Lithuania","2016",7.95,1.27644335131329,1432750,-0.138682859074204,18290.2054455457
"286","Lithuania","2017",7.075,1.27405552286049,1409000,-0.387902775133097,17952.4188448371
"287","Lithuania","2018",6.175,1.17566012975204,1412500,0.237094345421408,16610.397853588
"288","Lithuania","2019",6.275,1.69372720007205,1416500,0.0531405902405164,23991.7309856116
"289","Lithuania","2020",8.45,1.79884998613838,1423500,0.124484736684028,25606.7550121759
"290","Lithuania","2021",7.33333333333333,1.89680462378178,1411000,-0.230849052197957,26765.2077386875
"291","Luxembourg","2003",3.675,0.436122723280364,193250,NA,842.762621368843
"292","Luxembourg","2004",5.125,0.502946537582011,198250,0.639764117706449,997.54941690852
"293","Luxembourg","2005",4.525,0.595533173121205,202250,0.499396767097395,1204.82602763287
"294","Luxembourg","2006",4.725,0.830826723423896,204750,0.245701728967449,1701.46312331865
"295","Luxembourg","2007",4.075,1.15676271017768,211250,0.863766066447108,2441.87101376995
"296","Luxembourg","2008",5.05,0.95914229987411,212750,-0.051614550534677,2039.1631650548
"297","Luxembourg","2009",5.15,0.551438596681677,226250,2.09155337268631,1245.97255772229
"298","Luxembourg","2010",4.35,0.849225340522024,228250,0.331858407079646,1943.07028934243
"299","Luxembourg","2011",4.9,1.18944696944548,234500,0.330581531268264,2787.44366794901
"300","Luxembourg","2012",5.15,1.09544828354983,245750,1.57498502444609,2690.00960836751
"301","Luxembourg","2013",5.85,1.01611710530487,251500,0.6004273229662,2557.33258526895
"302","Luxembourg","2014",5.875,1.35536349849557,258250,0.679808624031008,3501.12625842354
"303","Luxembourg","2015",6.65,1.73993643710941,273750,0.878092860929464,4762.06331513352
"304","Luxembourg","2016",6.275,2.01090199585294,277500,0.730567618625546,5579.62036599263
"305","Luxembourg","2017",5.525,2.13315361985612,285500,0.628643514378376,6091.30820491756
"306","Luxembourg","2018",5.625,2.44068716657974,294750,1.1202807213614,7198.52763025681
"307","Luxembourg","2019",5.6,2.40439130915223,304250,0.416346845353669,7315.37876617042
"308","Luxembourg","2020",6.8,2.18682974261882,311250,0.896565582321286,6804.5051731593
"309","Luxembourg","2021",5.25,2.84495899975853,319500,0.0932184165060067,9092.88894900119
"310","Luxembourg","2022",4.6,3.77213163937175,323750,0.704353254280492,12218.0306522952
"311","Malta","2017",4,2.01896333358651,226000,NA,4551.25
"312","Malta","2018",3.65,2.57024052673809,243500,1.78556982052004,6262.25
"313","Malta","2019",3.625,2.342038138267,259000,1.57024615543458,6056.5
"314","Malta","2020",4.375,1.51280017944725,267250,0.194653006273954,4044.5
"315","Malta","2021",3.4,1.96701031766752,272250,0.741133166991036,5362.25
"316","Malta","2022",2.925,2.3684453873751,284750,1.42600899595926,6743
"317","Netherlands","2001",2.275,2.32452795275547,8190000,NA,190341.686372027
"318","Netherlands","2002",2.775,1.70378135198833,8318500,0.413774837022168,141659.413367905
"319","Netherlands","2003",3.7,1.25001788496435,8349250,-0.0927294911290074,104370.147168395
"320","Netherlands","2004",4.6,1.42283822330334,8396750,0.185906600197178,119473.938271124
"321","Netherlands","2005",5.875,1.84792967172229,8212750,-0.491690312045381,151782.916865528
"322","Netherlands","2006",5,2.54312891786239,8254250,0.209342170474485,209952.936646663
"323","Netherlands","2007",4.175,2.8332778258166,8412000,0.463962792887657,238348.975882515
"324","Netherlands","2008",3.675,2.68930521908831,8555000,0.382634130982427,230020.515709823
"325","Netherlands","2009",5.45,1.50697271387735,8874000,0.743383661390965,133762.360993536
"326","Netherlands","2010",6.05,1.37356491304607,8852750,0.0509142349062879,121599.91803247
"327","Netherlands","2011",6.025,1.4719394198892,8859000,0.146942715731891,130380.555431358
"328","Netherlands","2012",6.85,1.20149028832925,8960250,0.226623015348333,107639.773937575
"329","Netherlands","2013",8.225,1.04065583888911,9018250,0.0806782477363263,93848.5995479702
"330","Netherlands","2014",8.425,1.23084291977688,8955500,-0.13849534754509,110228.193182277
"331","Netherlands","2015",7.85,1.46681267984804,8994500,0.0863823883751037,131934.426521005
"332","Netherlands","2016",7,1.75644804647071,9029000,0.141491392024484,158604.455060609
"333","Netherlands","2017",5.875,2.2705131237966,9080000,0.135126960546073,206181.354693302
"334","Netherlands","2018",4.9,2.74179511757686,9160000,0.30095451485487,251191.233486507
"335","Netherlands","2019",4.425,3.04670748919721,9268250,0.262360405053896,282395.44123182
"336","Netherlands","2020",4.85,2.2693411855506,9305500,0.0737627261892843,211222.809531265
"337","Netherlands","2021",4.225,3.53909886531387,9371500,0.27242996787566,331895.13324148
"338","Netherlands","2022",3.55,4.66708483907889,9569500,0.567730190740398,446581.652771628
"339","Poland","2010",10,0.417934428165111,16375250,NA,68432.0975198639
"340","Poland","2011",9.95,0.35717081079451,16488000,0.243512133752529,58865.5095274029
"341","Poland","2012",10.4,0.272367241241197,16646250,0.191334464679795,45332.8554846644
"342","Poland","2013",10.6,0.259354974260535,16697500,0.0242978384494783,43308.2511713769
"343","Poland","2014",9.2,0.336912185879229,16777250,0.0600976452877357,56518.8863298887
"344","Poland","2015",7.65,0.42609263179847,16773250,0.0954254936782074,71473.5990203967
"345","Poland","2016",6.25,0.532140152296479,16721250,-0.131326524436907,88979.1193977762
"346","Poland","2017",4.925,0.731383707047393,16707750,-0.0952500589839855,122178.85585659
"347","Poland","2018",3.875,0.919272332870318,16605750,-0.162286515123227,152645.958855163
"348","Poland","2019",3.35,0.859650843116287,16491750,-0.219450124042268,141767.818477609
"349","Poland","2020",3.225,0.508697153521322,16401500,0.0892741869753411,83456.8484989633
"350","Poland","2021",3.375,0.808958587345832,16806500,0.569083937963333,136013.75359998
"351","Poland","2022",2.875,0.828653287581873,16800750,-0.0230677919756362,139219.271561626
"352","Portugal","2001",4.025,0.349450569441726,5022250,NA,17546.8066638407
"353","Portugal","2002",5.075,0.305709567297378,5086250,0.246985179462129,15545.537653947
"354","Portugal","2003",6.4,0.314535272726718,5104250,0.0344999430684389,16056.2848842167
"355","Portugal","2004",6.75,0.261065737778664,5100000,0.0836254214488311,13320.1359289583
"356","Portugal","2005",7.7,0.281331684703148,5137500,0.185179255723645,14453.4819226686
"357","Portugal","2006",7.8,0.272263418597625,5170000,0.121159269473241,14077.091280172
"358","Portugal","2007",8.075,0.28853355035714,5197500,0.149503783875794,14997.5690392613
"359","Portugal","2008",7.7,0.301613349952591,5202750,-0.0764334524355637,15693.6730769332
"360","Portugal","2009",11.225,0.231668476834102,4997250,-1.00172942469596,11577.9503310864
"361","Portugal","2010",12.625,0.257447176013511,5009750,0.0702730387463134,12897.4925732952
"362","Portugal","2011",13.525,0.245620053331396,4999000,-0.154245550040154,12273.2823023091
"363","Portugal","2012",16.6,0.243004404076515,4942750,-0.352708159937585,12013.0096664717
"364","Portugal","2013",17.15,0.247054595021384,4885000,-0.0659414020626505,12068.488658587
"365","Portugal","2014",14.6,0.39278796617341,4880500,-0.0867588125643547,19170.7801421698
"366","Portugal","2015",13,0.405011370923395,4873250,0.0106031292883238,19738.3260559699
"367","Portugal","2016",11.475,0.45352940158484,4871000,-0.0304994943117496,22091.9842375568
"368","Portugal","2017",9.2,0.552110902958344,4915250,0.347412600343859,27135.3776854404
"369","Portugal","2018",7.225,0.572424139590025,4932500,-0.0911484707312133,28233.1722621796
"370","Portugal","2019",6.675,0.70725708626435,4945750,0.132191695373619,34979.2352937694
"371","Portugal","2020",6.975,0.474983774711081,4873500,-0.0856649533181552,23145.58338157
"372","Portugal","2021",6.75,0.721793372165198,4933750,0.263793802259526,35657.8726109093
"373","Portugal","2022",6.175,1.08642795993881,4995250,0.235691575450638,54287.0317622512
"374","Romania","2005",7.15,0.731123899826686,9358500,NA,68400.6323070475
"375","Romania","2006",7.25,0.80184010600669,9557500,0.203644557397309,76619.1147841507
"376","Romania","2007",6.4,0.96526827420916,9487250,-0.0625443526718971,91571.1250812115
"377","Romania","2008",5.775,0.935847167210479,9455750,0.0562556104729302,88494.1204433431
"378","Romania","2009",8.425,0.465101892792618,8129750,-4.05761455287407,37960.0740248781
"379","Romania","2010",8.975,0.300270177103189,7911000,-0.33607343471448,23755.8962525224
"380","Romania","2011",9.1,0.319551843104089,7841750,-0.0390848786892315,25055.4766300328
"381","Romania","2012",8.75,0.311959910466432,7872750,0.0766030283651956,24560.0032859358
"382","Romania","2013",8.95,0.385505688176214,7873750,0.0933109205786964,30360.1776992688
"383","Romania","2014",8.65,0.480074018865862,7954500,0.171937735828499,38189.6998558924
"384","Romania","2015",8.375,0.613454508556012,8028000,0.344153307959986,49264.3025133657
"385","Romania","2016",7.175,0.745219100334893,7982000,-0.13688905248689,59486.1790554095
"386","Romania","2017",6.1,0.734876865131376,8096750,0.195544114209982,59503.1068584111
"387","Romania","2018",5.225,0.740533738317226,8064000,-0.108211748083325,59716.2591849703
"388","Romania","2019",4.95,0.653598809209391,8093750,0.238466357447722,52889.5987951541
"389","Romania","2020",6.05,0.464330183612043,8087000,-0.00577364138129456,37555.098222922
"390","Romania","2021",5.6,0.520168292606649,8125750,0.0592114325351938,42268.3409467736
"391","Romania","2022",5.65,0.549636737079636,8188250,0.0905416746964695,45008.9599433468
"392","Slovakia","2004",18.15,0.435394520493922,2641250,NA,11500.0181921119
"393","Slovakia","2005",16.2,0.529328394716452,2637250,0.0384504604808586,13960.89734677
"394","Slovakia","2006",13.375,0.66982215662158,2649000,-0.0565824646675522,17742.0909426275
"395","Slovakia","2007",11.15,0.832523091638054,2646750,0.179887232799137,22037.7051932208
"396","Slovakia","2008",9.55,0.906751324129869,2677250,0.178712034679192,24273.585300237
"397","Slovakia","2009",12.025,0.619050189069871,2752500,0.759332098669144,17030.1805001371
"398","Slovakia","2010",14.325,0.483505127916845,2768750,0.0906806526229799,13387.5445399021
"399","Slovakia","2011",13.5,0.518144966540735,2741750,-0.250887452610513,14206.1577482592
"400","Slovakia","2012",13.9,0.50769098962455,2768500,0.164399583521027,14054.9817475079
"401","Slovakia","2013",14.125,0.538407249256879,2776000,0.081824035650808,14946.0321703223
"402","Slovakia","2014",13.1,0.570404539619351,2779750,0.108085493782852,15855.9441326164
"403","Slovakia","2015",11.425,0.611312451386675,2795500,0.188230658586927,17091.1775669557
"404","Slovakia","2016",9.65,0.698838263356981,2815250,0.0802610167581316,19674.2972399689
"405","Slovakia","2017",8.05,0.746316793708362,2802750,-0.160266458939505,20914.9766534174
"406","Slovakia","2018",6.525,0.881465502513788,2789250,-0.0175125435940189,24586.4503138301
"407","Slovakia","2019",5.725,0.776347212705106,2778250,-0.197000964905134,21572.3639625632
"408","Slovakia","2020",6.625,0.583193691670822,2747000,-0.188089136518462,16021.9533937831
"409","Slovakia","2021",6.85,0.640203539351103,2710250,-0.0958165000410932,17361.7092131712
"410","Slovakia","2022",6.175,0.744383247741526,2730000,-0.0166437304133124,20320.5185964385
"411","Slovenia","2001",6.225,0.583274469136544,954000,NA,5563.34953127972
"412","Slovenia","2002",6.35,0.485883200843417,950000,-0.549917646305714,4614.31744949155
"413","Slovenia","2003",6.675,0.535979344011573,943000,0.6138596091896,5053.67761106095
"414","Slovenia","2004",6.3,0.615396621434386,980000,0.469820609831115,6032.3058851638
"415","Slovenia","2005",6.5,0.73037050248172,990750,0.586102338795184,7237.61705031981
"416","Slovenia","2006",6,0.795519090013674,997250,-0.275054004902712,7936.22947288724
"417","Slovenia","2007",4.875,0.880172272084937,1006500,0.477768414593089,8859.42728716025
"418","Slovenia","2008",4.375,0.755480057089311,1020250,0.470296403126113,7703.6980032151
"419","Slovenia","2009",5.875,0.488287899849316,1008750,-0.227792951923803,4921.67458336204
"420","Slovenia","2010",7.225,0.490859872612261,1006500,-0.216625770165445,4940.11770866202
"421","Slovenia","2011",8.2,0.610860695763913,989500,-0.445679206353618,6043.99528007489
"422","Slovenia","2012",8.875,0.533286878864272,988750,0.0790665445214428,5273.05739612157
"423","Slovenia","2013",10.125,0.586226083827934,982250,-0.403255854823774,5757.07177881943
"424","Slovenia","2014",9.7,0.822563459184173,983250,0.0532151229969244,8087.02246616921
"425","Slovenia","2015",9,0.956812873346184,983750,-0.0475831122541784,9411.78122827061
"426","Slovenia","2016",8,1.27414201863487,975000,0.237917754805536,12428.29262859
"427","Slovenia","2017",6.575,1.63107112938584,1002750,0.528938424315564,16360.4764641095
"428","Slovenia","2018",5.125,1.92428685883056,1006250,0.000519177284747017,19364.014402861
"429","Slovenia","2019",4.425,1.80653236799031,1007250,-0.148296501318968,18197.4156081424
"430","Slovenia","2020",4.975,1.3472223519657,1004250,0.282058479216819,13544.1635915662
"431","Slovenia","2021",4.75,2.06858056016557,1002250,-0.0233528767976203,20766.3772480606
"432","Slovenia","2022",4.025,2.45471452992623,1007250,-0.27269679694884,24726.0509905831
"433","Spain","2001",10.7,0.365128699899893,17968000,NA,65623.5420038906
"434","Spain","2002",11.425,0.346198251523057,18854000,1.33230945875168,65295.5171256823
"435","Spain","2003",11.5,0.364551441013083,19627750,0.976278806271191,71569.0032477515
"436","Spain","2004",10.975,0.407206865654834,20265000,0.794225945243461,82534.6341458247
"437","Spain","2005",9.2,0.436128290211497,21000500,0.817440069566781,91619.6221340464
"438","Spain","2006",8.45,0.478711496988885,21627000,0.754635423448866,103567.993053684
"439","Spain","2007",8.25,0.469182809575518,22280750,0.714400381938398,104504.477581299
"440","Spain","2008",11.3,0.369122251832794,22921250,0.647880596827534,84553.3054027015
"441","Spain","2009",17.875,0.340296480218725,23108750,-0.0297190382025676,78629.1243446058
"442","Spain","2010",19.825,0.734749253641385,23204000,0.162225692118727,170480.955057088
"443","Spain","2011",21.45,0.566525946173906,23289250,0.0721349827889757,131932.645395112
"444","Spain","2012",24.8,0.414652385618937,23276500,-0.0890513261767207,96524.7414200954
"445","Spain","2013",26.1,0.313438403044622,23038500,-0.323459673352724,72241.4870943155
"446","Spain","2014",24.475,0.243707203476889,22816250,-0.0682285835339911,55603.4654233659
"447","Spain","2015",22.075,0.267151927031963,22766250,-0.158814202990661,60815.8042182639
"448","Spain","2016",19.65,0.311570991727363,22652500,-0.156528428130378,70570.8725938411
"449","Spain","2017",17.225,0.356254963540692,22557250,-0.0164757167546498,80359.6591906392
"450","Spain","2018",15.225,0.426202656956884,22604250,0.112979493888497,96340.6777352851
"451","Spain","2019",14.1,0.446399744722904,22803250,0.324509027004906,101798.437095018
"452","Spain","2020",15.5,0.378492220182699,22465750,-0.126377087474801,85210.6538898695
"453","Spain","2021",14.8,0.489996029873575,22916000,0.219095716029347,112327.159926034
"454","Spain","2022",12.925,0.609237352354282,23088750,0.19649914321322,140674.679637541
"455","Sweden","2000",6.66834981410704,NA,NA,NA,NA
"456","Sweden","2001",5.87231204405241,1.54680962221698,4462000,NA,68984.3025933855
"457","Sweden","2002",5.99625662888266,1.21253736626599,4482500,0.0559085332517176,54348.1276415389
"458","Sweden","2003",6.64275765754942,0.982540839928214,4500250,0.116740837471885,44210.1301136492
"459","Sweden","2004",7.44908017533397,0.834447052788547,4520500,0.0670118531164255,37722.1798944199
"460","Sweden","2005",7.66996064056061,0.909809991841129,4613250,0.773853446620467,42002.1939938648
"461","Sweden","2006",7.07774356233918,1.00376358508975,4686500,0.181816285018509,47043.3521203122
"462","Sweden","2007",6.16523666061883,1.15648111340822,4749500,0.365220596821919,54932.7668226515
"463","Sweden","2008",6.15498152686355,1.02335946623341,4793750,0.136153290358052,49055.3225104463
"464","Sweden","2009",8.40133452053125,0.707264661342591,4754750,-0.187518112026766,33630.1500956706
"465","Sweden","2010",8.67120085451411,1.05373772486685,4779500,0.20448837380872,50386.1950983056
"466","Sweden","2011",7.86030646155333,1.32848885199097,4841750,0.321868746052471,64323.5813963421
"467","Sweden","2012",8.04183826787196,1.33988731994867,4865500,0.149203447934759,65181.9884264089
"468","Sweden","2013",8.14745384135116,1.26818538203305,4917750,0.285328306393272,62369.8815947682
"469","Sweden","2014",8.02464336397172,1.41307431026653,4959000,0.146744502155259,70076.2235325355
"470","Sweden","2015",7.50435233896882,1.67011863569694,4997000,0.255887421405331,83470.9642695914
"471","Sweden","2016",6.99031015853116,1.94331131901886,5053250,0.29767780792161,98213.5272892245
"472","Sweden","2017",6.70956596779342,2.16567665883736,5140250,0.347669540368821,111331.616847174
"473","Sweden","2018",6.37580124105923,2.29443308320714,5203250,0.318581845371574,119386.443904428
"474","Sweden","2019",6.83859961769536,2.22111987726397,5260250,0.254340545752644,116828.582238088
"475","Sweden","2020",8.43921954498799,1.66979736487171,5270500,0.0878735358206379,88026.2194897538
"476","Sweden","2021",8.90107234408963,2.28715958038214,5332750,0.254921024481626,122044.681796813
"477","Sweden","2022",7.40172485174228,2.99555910386945,5403000,0.391279874563266,161852.381751149
"478","United Kingdom","2000",3.74411070673243,1.24008304056263,29070250,NA,NA
"479","United Kingdom","2001",3.32180734114336,2.00851365388384,29200500,0.217817731119025,NA
"480","United Kingdom","2002",3.21206882742892,2.07572987962114,29472750,0.258400713644426,NA
"481","United Kingdom","2003",3.14047911443401,2.00089170110436,29711000,0.113778164047335,NA
"482","United Kingdom","2004",2.84903441123013,2.15157645756482,29953750,0.280522222161388,NA
"483","United Kingdom","2005",2.84260740165579,2.0734740084287,30313750,0.28953530833646,NA
"484","United Kingdom","2006",3.06693036660252,1.97340721004524,30808500,0.382304550686397,NA
"485","United Kingdom","2007",2.78605241470398,2.15080854793832,31032500,0.21696202953613,NA
"486","United Kingdom","2008",2.88334053072629,1.98606385226349,31414750,0.278717594536558,NA
"487","United Kingdom","2009",4.84094486584226,1.41240375402376,31559000,0.0175512775503842,NA
"488","United Kingdom","2010",4.71730755787426,1.48546243256169,31725250,0.216007171003416,NA
"489","United Kingdom","2011",4.79924506555148,1.46384971138685,31971000,0.160010208014151,NA
"490","United Kingdom","2012",4.91408452000042,1.4959663223501,32267500,0.31936378409699,NA
"491","United Kingdom","2013",4.37174729420123,1.66122615866497,32517250,0.158610141601852,NA
"492","United Kingdom","2014",3.16114451131949,2.03777896255712,32779500,0.126917165853341,NA
"493","United Kingdom","2015",2.41333025838573,2.22738480035482,33065250,0.313431697734995,NA
"494","United Kingdom","2016",2.31534388562305,2.2492900082205,33377250,0.153242458896416,NA
"495","United Kingdom","2017",2.37134398039963,2.36924916722564,33533000,0.139003799849713,NA
"496","United Kingdom","2018",2.6622445735128,2.47707078917907,33819500,0.255048659104406,NA
"497","United Kingdom","2019",3.32168323313521,2.41771524780719,34104000,0.191992772192006,NA
"498","United Kingdom","2020",6.59459364823694,1.62095802175511,34060250,-0.210757209405776,NA
"499","United Kingdom","2021",6.72026219596891,2.84723118648224,33931250,0.00709720840678865,NA
"500","United Kingdom","2022",4.67832902341011,3.64860275928304,34005750,0.10587476075896,NA
"501","United States","2000",3.96666666666667,3.69851411083333,142585750,NA,NA
"502","United States","2001",4.74166666666667,2.97534773833333,143768916.666667,0.221273860439077,NA
"503","United States","2002",5.78333333333333,2.371354,144856083.333333,0.160908728862671,NA
"504","United States","2003",5.99166666666667,2.2394455575,146499500,0.287597978683361,NA
"505","United States","2004",5.54166666666667,2.42729698833333,147379583.333333,0.202035214958741,NA
"506","United States","2005",5.08333333333333,2.71717922833334,149289166.666667,0.340838700854876,NA
"507","United States","2006",4.60833333333333,2.90385741,151408833.333333,0.391150072563501,NA
"508","United States","2007",4.61666666666667,2.93314148416667,153123083.333333,0.205149585777563,NA
"509","United States","2008",5.8,2.37418111833333,154321583.333333,0.17496506268479,NA
"510","United States","2009",9.28333333333333,1.58884864166666,154188500,-0.183160765210832,NA
"511","United States","2010",9.60833333333333,1.84707365583334,153885250,0.034655630291993,NA
"512","United States","2011",8.93333333333333,2.10726065666667,153623666.666667,0.0367369935974755,NA
"513","United States","2012",8.075,2.36093543583334,154973833.333333,0.23922016097877,NA
"514","United States","2013",7.35833333333333,2.513941665,155397500,-0.0749217331890453,NA
"515","United States","2014",6.175,2.92726741166667,155920250,0.220988414922572,NA
"516","United States","2015",5.26666666666667,3.415062325,157138083.333333,0.182055725220706,NA
"517","United States","2016",4.86666666666667,3.57346560166667,159187500,0.322661038535883,NA
"518","United States","2017",4.35,3.67567132083333,160319333.333333,0.137414694611617,NA
"519","United States","2018",3.89166666666666,4.38162632294523,162073833.333333,0.361106853380105,NA
"520","United States","2019",3.675,4.37732340646239,163529916.666667,0.25503387966858,NA
"521","United States","2020",8.09166666666668,3.95568539011123,160754916.666667,-0.563466616029888,NA
"522","United States","2021",5.35833333333333,6.09082347003572,161204000,0.206337362121048,NA
"523","United States","2022",3.63333333333333,6.77145433438955,164330166.666667,0.414618854840011,NA
